Parameter Name,Parameter Usage,Parameter CAS Number,Parameter UOM Type,Parameter Synonym,Parameter Synonym Type
"Particle/Grain Size, Phi Scale 3 to 4",Field and Lab,,SUBST,Particle/Grain Size 0.125-0.0625 mm,Synonym
"Particle/Grain Size, Phi Scale 3 to 4",Field and Lab,,SUBST,Particle/Grain Size 125-62.5 microns,Synonym
"Particle/Grain Size, Phi Scale 3 to 4",Field and Lab,,SUBST,Particle/Grain Size Very Fine Sand (Wentworth Scale),Synonym
"Particle/Grain Size, Phi Scale 4 to 5",Field and Lab,,SUBST,Particle/Grain Size Coarse Silt (Wentworth Scale),Synonym
"Particle/Grain Size, Phi Scale 4 to 5",Field and Lab,,SUBST,Particle/Grain Size 0.0625-0.0313 mm,Synonym
"Particle/Grain Size, Phi Scale 4 to 5",Field and Lab,,SUBST,Particle/Grain Size 62.5-31.3 microns,Synonym
"Particle/Grain Size, Phi Scale 5 to 6",Field and Lab,,SUBST,Particle/Grain Size 31.3-15.6 microns,Synonym
"Particle/Grain Size, Phi Scale 5 to 6",Field and Lab,,SUBST,Particle/Grain Size Medium Silt (Wentworth Scale),Synonym
"Particle/Grain Size, Phi Scale 5 to 6",Field and Lab,,SUBST,Particle/Grain Size 0.0313-0.0156 mm,Synonym
"Particle/Grain Size, Phi Scale 6 to 7",Field and Lab,,SUBST,Particle/Grain Size Fine Silt (Wentworth Scale),Synonym
"Particle/Grain Size, Phi Scale 6 to 7",Field and Lab,,SUBST,Particle/Grain Size 0.0156-0.0078 mm,Synonym
"Particle/Grain Size, Phi Scale 6 to 7",Field and Lab,,SUBST,Particle/Grain Size 15.6-7.8 microns,Synonym
"Particle/Grain Size, Phi Scale 7 to 8",Field and Lab,,SUBST,Particle/Grain Size 0.0078-0.0039 mm,Synonym
"Particle/Grain Size, Phi Scale 7 to 8",Field and Lab,,SUBST,Particle/Grain Size Very Fine Silt (Wentworth Scale),Synonym
"Particle/Grain Size, Phi Scale 7 to 8",Field and Lab,,SUBST,Particle/Grain Size 7.8-3.9 microns,Synonym
"Particle/Grain Size, Phi Scale 8 to 9",Field and Lab,,SUBST,Particle/Grain Size Coarse Clay (Wentworth Scale),Synonym
"Particle/Grain Size, Phi Scale 8 to 9",Field and Lab,,SUBST,Particle/Grain Size 3.9-2 microns,Synonym
"Particle/Grain Size, Phi Scale 8 to 9",Field and Lab,,SUBST,Particle/Grain Size 0.0039-0.0020 mm,Synonym
"Particle/Grain Size, Phi Scale 9 to 10",Field and Lab,,SUBST,Particle/Grain Size 0.0020-0.0010 mm,Synonym
"Particle/Grain Size, Phi Scale 9 to 10",Field and Lab,,SUBST,Particle/Grain Size 2-1 microns,Synonym
"Particle/Grain Size, Phi Scale 9 to 10",Field and Lab,,SUBST,Particle/Grain Size Medium Clay (Wentworth Scale),Synonym
"Particle/Grain Size, Sand",Lab,,SUBST,,
"Particle/Grain Size, Silt",Lab,,SUBST,,
Particulate Organic Carbon,Lab,,SUBST,,
"PBDE, Heptabromodiphenyl ethers",Lab,68928-80-3     ,SUBST,Total Heptabromodiphenyl ether,Synonym
"PBDE, Heptabromodiphenyl ethers",Lab,68928-80-3     ,SUBST,"Benzene, 1,1'-oxybis-, heptabromo derivs.",Synonym
"PBDE, Hexabromodiphenyl ethers",Lab,36483-60-0     ,SUBST,Total Hexabromodiphenyl ether,Synonym
"PBDE, Hexabromodiphenyl ethers",Lab,36483-60-0     ,SUBST,Hexabromodiphenyl oxide,Synonym
"PBDE, Hexabromodiphenyl ethers",Lab,36483-60-0     ,SUBST,"Benzene, 1,1'-oxybis-, hexabromo derivs.",Synonym
"PBDE, Nonabromodiphenyl ethers",Lab,63936-56-1     ,SUBST,,
"PBDE, Octabromodiphenyl ethers",Lab,32536-52-0     ,SUBST,"Benzene, 1,1'-oxybis-, octabromo deriv.",Synonym
"PBDE, Octabromodiphenyl ethers",Lab,32536-52-0     ,SUBST,Total octabromodiphenyl ethers,Synonym
"PBDE, Tribromodiphenyl ethers",Lab,49690-94-0     ,SUBST,Tribromodiphenyl oxide,Synonym
"PBDE, Tribromodiphenyl ethers",Lab,49690-94-0     ,SUBST,"Benzene, 1,1'-oxybis-, tribromo derivs.",Synonym
"PBDE, Tribromodiphenyl ethers",Lab,49690-94-0     ,SUBST,Total Tribromodiphenyl ether,Synonym
PBDE-001,Lab,6/1/7025,SUBST,,
PBDE-002,Lab,6876-00-2,SUBST,,
PBDE-003,Lab,101-55-3,SUBST,"Benzene, 1-bromo-4-phenoxy-",Synonym
PBDE-003,Lab,101-55-3,SUBST,4-Bromophenyl phenyl ether,Synonym
PBDE-003,Lab,101-55-3,SUBST,p-Bromophenyl phenyl ether,Synonym
PBDE-007,Lab,,SUBST,"2,4-Dibromodiphenyl ether",Synonym
PBDE-008/011,Lab,,SUBST,,
PBDE-010,Lab,,SUBST,"2,6-Dibromodiphenyl ether",Synonym
PBDE-012,Lab,,SUBST,,
PBDE-012/013,Lab,,SUBST,,
PBDE-013,Lab,,SUBST,,
PBDE-015,Lab,,SUBST,"4,4’-Dibromodiphenyl ether",Synonym
PBDE-017,Lab,147217-75-2    ,SUBST,"2,2',4-Tribromodiphenyl ether",Synonym
PBDE-017,Lab,147217-75-2    ,SUBST,PBDE-17,Synonym
PBDE-017/025,Lab,,SUBST,,
PBDE-025,Lab,,SUBST,,
PBDE-028,Lab,41318-75-6     ,SUBST,"2,4,4'-Tribromodiphenyl ether",Synonym
PBDE-028,Lab,41318-75-6     ,SUBST,"Benzene, 2,4-dibromo-1-(4-",Synonym
PBDE-028/033,Lab,,SUBST,,
PBDE-028/183,Lab,,SUBST,,
PBDE-030,Lab,,SUBST,"2,4,6-Tribromodiphenyl ether",Synonym
PBDE-032,Lab,,SUBST,"2,4',6-Tribromodiphenyl ether",Synonym
PBDE-035,Lab,,SUBST,"3,3',4-Tribromodiphenyl ether",Synonym
PBDE-035/021,Lab,,SUBST,,
PBDE-037,Lab,,SUBST,"3,4,4'-Tribromodiphenyl ether",Synonym
PBDE-047,Lab,5436-43-1      ,SUBST,"Benzene, 1,1'-oxybis[2,4-dibromo-",Synonym
PBDE-047,Lab,5436-43-1      ,SUBST,"2,2',4,4' - tetrabromodiphenyl ether",Synonym
PBDE-049,Lab,243982-82-3    ,SUBST,"2,2',4,5'-Tetrabromodiphenyl ether",Synonym
PBDE-049/071,Lab,,SUBST,,
PBDE-051,Lab,,SUBST,"2,2',4,6'-Tetrabromodiphenyl ether",Synonym
PBDE-066,Lab,189084-61-5    ,SUBST,"Benzene, 1,2-dibromo-4-(2,4-dibromopheno",Synonym
PBDE-066,Lab,189084-61-5    ,SUBST,"2,3',4,4'-Tetrabromodiphenyl ether",Synonym
PBDE-071,Lab,189084-62-6    ,SUBST,"2,3’,4’,6-Tetrabromodiphenyl ether",Synonym
PBDE-075,Lab,189084-63-7    ,SUBST,"2,4,4',6-Tetrabromodiphenyl ether",Synonym
PBDE-075/051,Lab,,SUBST,,
PBDE-077,Lab,93703-48-1     ,SUBST,"3,3',4,4'-Tetrabromodiphenyl ether",Synonym
PBDE-079,Lab,,SUBST,"3,3',4,5'-Tetrabromodiphenyl ether",Synonym
PBDE-085,Lab,182346-21-0    ,SUBST,"2,2',3,4,4'-Pentabromodiphenyl ether",Synonym
PBDE-085,Lab,182346-21-0    ,SUBST,"Benzene, 1,2,3-tribromo-4-(2,4-dibromoph",Synonym
PBDE-099,Lab,60348-60-9     ,SUBST,"2,2',4,4',5-Pentabromodiphenyl ether",Synonym
PBDE-099,Lab,60348-60-9     ,SUBST,"Benzene, 1,2,4-tribromo-5-(2,4-dibromoph",Synonym
PBDE-100,Lab,189084-64-8    ,SUBST,"Benzene, 1,3,5-tribromo-2-(2,4-dibromoph",Synonym
PBDE-100,Lab,189084-64-8    ,SUBST,"2,2',4,4',6-Pentabromodiphenyl ether",Synonym
PBDE-105,Lab,,SUBST,"2,3,3',4,4'-Pentabromodiphenyl ether",Synonym
PBDE-116,Lab,,SUBST,"2,3,4,5,6-Pentabromodiphenyl ether",Synonym
PBDE-118,Lab,,SUBST,,
PBDE-119,Lab,189084-66-0    ,SUBST,"2,3’,4,4’,6-Pentabromodiphenyl ether",Synonym
PBDE-119/120,Lab,,SUBST,,
PBDE-126,Lab,366791-32-4    ,SUBST,"3,3',4,4',5-Pentabromodiphenyl ether",Synonym
PBDE-128,Lab,,SUBST,"2,2',3,3',4,4'-Hexabromodiphenyl ether",Synonym
PBDE-137,Lab,446254-95-1    ,SUBST,"2,2',3,4,4',5-Hexabromodiphenyl ether",Synonym
PBDE-137,Lab,446254-95-1    ,SUBST,"Benzene, 1,2,3,4-tetrabromo-5-(2,4-dibro",Synonym
PBDE-138,Lab,182677-30-1    ,SUBST,"2,2',3,4,4',5'-Hexabromodiphenyl ether",Synonym
PBDE-138,Lab,182677-30-1    ,SUBST,"Benzene, 1,2,3-tribromo-4-(2,4,5-tribrom",Synonym
PBDE-138/166,Lab,,SUBST,,
PBDE-139,Lab,,SUBST,"2,2',3,4,4',6-Hexabromodiphenyl ether",Synonym
PBDE-140,Lab,243982-83-4    ,SUBST,"2,2',3,4,4',6'-Hexabromodiphenyl ether",Synonym
PBDE-140,Lab,243982-83-4    ,SUBST,"Benzene, 1,2,3-tribromo-4-(2,4,6-tribrom",Synonym
PBDE-153,Lab,68631-49-2     ,SUBST,"Benzene, 1,1'-oxybis[2,4,5-tribromo-",Synonym
PBDE-153,Lab,68631-49-2     ,SUBST,"2,2',4,4',5,5'-Hexabromodiphenyl ether",Synonym
PBDE-154,Lab,207122-15-4    ,SUBST,"2,2',4,4',5,6'-Hexabromodiphenyl ether",Synonym
PBDE-154,Lab,207122-15-4    ,SUBST,"Benzene, 1,3,5-tribromo-2-(2,4,5-tribrom",Synonym
PBDE-155,Lab,35854-94-5,SUBST,"2,2',4,4',6,6'-Hexabromodiphenyl ether",Synonym
PBDE-156/169,Lab,,SUBST,,
PBDE-166,Lab,189084-58-0    ,SUBST,"2,3,4,4',5,6-Hexabromodiphenyl ether",Synonym
PBDE-166,Lab,189084-58-0    ,SUBST,"Benzene, pentabromo(4-bromophenoxy)-",Synonym
PBDE-171,Lab,,SUBST,"2,2',3,3',4,4',6-Heptabromodiphenyl ether",Synonym
PBDE-171/190,Lab,,SUBST,,
PBDE-176/183,Lab,,SUBST,,
PBDE-180,Lab,,SUBST,"2,2',3,4,4',5,5'-Heptabromodiphenyl ether",Synonym
PBDE-181,,189084-67-1    ,SUBST,"2,2',3,4,4',5,6-Heptabromodiphenyl ether",Synonym
PBDE-181/177,Lab,,SUBST,,
PBDE-183,Lab,207122-16-5    ,SUBST,"2,2',3,4,4',5',6-Heptabromodiphenyl eth*",Synonym
PBDE-184,Lab,,SUBST,"2,2’,3,4,4’,6,6’-Heptabromodiphenyl eth*",Synonym
PBDE-190,Lab,79682-25-0     ,SUBST,"2,3,3’,4,4’,5,6-Heptabromodiphenyl ether",Synonym
PBDE-191,Lab,,SUBST,"2,3,3',4,4',5',6-Heptabromodiphenyl ether",Synonym
PBDE-196,Lab,,SUBST,"2,2',3,3',4,4',5,6'-Octabromodiphenyl ether",Synonym
PBDE-197,Lab,,SUBST,"2,2',3,3',4,4',6,6'-Octabromodiphenyl ether",Synonym
PBDE-197/204,Lab,,SUBST,,
PBDE-200/203,Lab,,SUBST,,
PBDE-201,Lab,,SUBST,"2,2',3,3',4,5',6,6'-Octabromodiphenyl ether",Synonym
PBDE-203,Lab,337513-72-1    ,SUBST,"2,2',3,4,4',5,5',6-Octabromodiphenyl ether",Synonym
PBDE-204,Lab,,SUBST,"2,2',3,4,4',5,6,6'-Octabromodiphenyl ether",Synonym
PBDE-205,Lab,446255-56-7    ,SUBST,"2,3,3',4,4',5,5',6-Octabromodiphenyl ether",Synonym
PBDE-206,Lab,63387-28-0     ,SUBST,"2,2',3,3',4,4',5,5',6-Nonabromodiphenyl ether",Synonym
PBDE-207,Lab,437701-79-6    ,SUBST,"2,2',3,3',4,4',5,6,6'-Nonabromodiphenyl ether",Synonym
PBDE-208,Lab,,SUBST,"2,2',3,3',4,5,5',6,6'-Nonabromodiphenyl ether",Synonym
PBDE-209,Lab,1163-19-5      ,SUBST,Decabromodiphenyl oxide,Synonym
PBDE-209,Lab,1163-19-5      ,SUBST,"Benzene, 1,1'-oxybis[2,3,4,5,6-pentabrom",Synonym
PBDE-209,Lab,1163-19-5      ,SUBST,DBDPE,Synonym
PBDE-209,Lab,1163-19-5      ,SUBST,Decabromobiphenyl ether,Synonym
PBDEs,Lab,90193-67-2     ,SUBST,Brominated diphenyl ethers,Synonym
PBDEs,Lab,90193-67-2     ,SUBST,"PBDE, Sum of Congeners",Synonym
PBDEs,Lab,90193-67-2     ,SUBST,"Benzene, 1,1'-oxybis-, brominated deriv",Synonym
"PCB, Dichlorobiphenyls",Lab,25512-42-9     ,SUBST,"1,1'-Biphenyl, dichloro-",Synonym
"PCB, Dichlorobiphenyls",Lab,25512-42-9     ,SUBST,Total Dichlorobiphenyl PCBs,Synonym
"PCB, Dichlorobiphenyls",Lab,25512-42-9     ,SUBST,PCB-004 through -015,Synonym
"PCB, Heptachlorobiphenyls",Lab,28655-71-2     ,SUBST,Total Heptachlorobiphenyl PCBs,Synonym
"PCB, Heptachlorobiphenyls",Lab,28655-71-2     ,SUBST,PBC-170 through -193,Synonym
"PCB, Heptachlorobiphenyls",Lab,28655-71-2     ,SUBST,"1,1'-Biphenyl, heptachloro-",Synonym
"PCB, Hexachlorobiphenyls",Lab,26601-64-9     ,SUBST,Total Hexachlorobiphenyl PCBs,Synonym
"PCB, Hexachlorobiphenyls",Lab,26601-64-9     ,SUBST,PCB-128 through -169,Synonym
"PCB, Hexachlorobiphenyls",Lab,26601-64-9     ,SUBST,"1,1'-Biphenyl, hexachloro-",Synonym
"PCB, Monochlorobiphenyls",Lab,27323-18-8     ,SUBST,Total Monochlorobiphenyl PCBs,Synonym
"PCB, Monochlorobiphenyls",Lab,27323-18-8     ,SUBST,"1,1'-Biphenyl, chloro-",Synonym
"PCB, Monochlorobiphenyls",Lab,27323-18-8     ,SUBST,PCB-001 through -003,Synonym
"PCB, Nonachlorobiphenyls",Lab,53742-07-7     ,SUBST,PCB-206 through -208,Synonym
"PCB, Nonachlorobiphenyls",Lab,53742-07-7     ,SUBST,"1,1'-Biphenyl, nonachloro-",Synonym
"PCB, Nonachlorobiphenyls",Lab,53742-07-7     ,SUBST,Total Nonachlorobiphenyl PCBs,Synonym
"PCB, Octachlorobiphenyls",Lab,55722-26-4     ,SUBST,PCB-194 through -205,Synonym
"PCB, Octachlorobiphenyls",Lab,55722-26-4     ,SUBST,"1,1'-Biphenyl, octachloro-",Synonym
"PCB, Octachlorobiphenyls",Lab,55722-26-4     ,SUBST,Total Octachlorobiphenyl PCBs,Synonym
"PCB, Pentachlorobiphenyls",Lab,25429-29-2     ,SUBST,Total Pentachlorobiphenyl PCBs,Synonym
"PCB, Pentachlorobiphenyls",Lab,25429-29-2     ,SUBST,PCB-082 through -127,Synonym
"PCB, Pentachlorobiphenyls",Lab,25429-29-2     ,SUBST,"1,1'-Biphenyl, pentachloro-",Synonym
"PCB, Sum of Aroclors",Lab,,SUBST,"Total PCB, Aroclors",Synonym
"PCB, Sum of Congeners",Lab,,SUBST,"Total PCB, Congeners",Synonym
"PCB, Tetrachlorobiphenyls",Lab,26914-33-0     ,SUBST,PCB-040 through -081,Synonym
"PCB, Tetrachlorobiphenyls",Lab,26914-33-0     ,SUBST,Total Tetrachlorobiphenyl PCBs,Synonym
"PCB, Tetrachlorobiphenyls",Lab,26914-33-0     ,SUBST,"Tetrachloro-1,1'-biphenyl",Synonym
"PCB, Trichlorobiphenyls",Lab,25323-68-6     ,SUBST,Total Trichlorobiphenyl PCBs,Synonym
"PCB, Trichlorobiphenyls",Lab,25323-68-6     ,SUBST,"1,1'-Biphenyl, trichloro-",Synonym
"PCB, Trichlorobiphenyls",Lab,25323-68-6     ,SUBST,PCB-016 through -039,Synonym
PCB-001,Lab,2051-60-7      ,SUBST,"1,1'-Biphenyl, 2-chloro-",Synonym
PCB-001,Lab,2051-60-7      ,SUBST,Dichlorobiphenyl,Synonym
PCB-001,Lab,2051-60-7      ,SUBST,2-Chlorobiphenyl,Synonym
PCB-001,Lab,2051-60-7      ,SUBST,PCB-1,Synonym
PCB-002,Lab,2051-61-8      ,SUBST,PCB-2,Synonym
PCB-002,Lab,2051-61-8      ,SUBST,"1,1'-Biphenyl, 3-chloro-",Synonym
PCB-002,Lab,2051-61-8      ,SUBST,Trichlorobiphenyl,Synonym
PCB-002,Lab,2051-61-8      ,SUBST,3-Chlorobiphenyl,Synonym
PCB-003,Lab,2051-62-9      ,SUBST,4-Chlorobiphenyl,Synonym
PCB-003,Lab,2051-62-9      ,SUBST,Tetrachlorobiphenyl,Synonym
PCB-003,Lab,2051-62-9      ,SUBST,"1,1'-Biphenyl, 4-chloro-",Synonym
PCB-004,Lab,13029-08-8     ,SUBST,PCB-4,Synonym
PCB-004,Lab,13029-08-8     ,SUBST,"2,2'-Dichlorobiphenyl",Synonym
PCB-004,Lab,13029-08-8     ,SUBST,"1,1'-Biphenyl, 2,2'-dichloro-",Synonym
PCB-004/010,Lab,,SUBST,PCB-4/10,Synonym
PCB-005,Lab,16605-91-7     ,SUBST,"2,3-Dichlorobiphenyl",Synonym
PCB-005,Lab,16605-91-7     ,SUBST,"1,1'-Biphenyl, 2,3-dichloro-",Synonym
PCB-005,Lab,16605-91-7     ,SUBST,PCB-5,Synonym
PCB-005/008,Lab,,SUBST,PCB-5/8,Synonym
PCB-006,Lab,25569-80-6     ,SUBST,"1,1'-Biphenyl, 2,3'-dichloro-",Synonym
PCB-006,Lab,25569-80-6     ,SUBST,PCB-6,Synonym
PCB-006,Lab,25569-80-6     ,SUBST,"2,3'-Dichlorobiphenyl",Synonym
PCB-007,Lab,33284-50-3     ,SUBST,PCB-7,Synonym
PCB-007,Lab,33284-50-3     ,SUBST,"2,4-Dichlorobiphenyl",Synonym
PCB-007,Lab,33284-50-3     ,SUBST,"1,1'-Biphenyl, 2,4-dichloro-",Synonym
PCB-007/009,Lab,,SUBST,PCB-7/9,Synonym
PCB-008,Lab,34883-43-7     ,SUBST,"1,1'-Biphenyl, 2,4'-dichloro-",Synonym
PCB-008,Lab,34883-43-7     ,SUBST,PCB-8,Synonym
PCB-008,Lab,34883-43-7     ,SUBST,"2,4'-Dichlorobiphenyl",Synonym
PCB-009,Lab,34883-39-1     ,SUBST,"1,1'-Biphenyl, 2,5-dichloro-",Synonym
PCB-009,Lab,34883-39-1     ,SUBST,PCB-9,Synonym
PCB-009,Lab,34883-39-1     ,SUBST,"2,5-Dichlorobiphenyl",Synonym
PCB-010,Lab,33146-45-1     ,SUBST,"1,1'-Biphenyl, 2,6-dichloro-",Synonym
PCB-010,Lab,33146-45-1     ,SUBST,PCB-10,Synonym
PCB-010,Lab,33146-45-1     ,SUBST,"2,6-Dichlorobiphenyl",Synonym
PCB-011,Lab,2050-67-1      ,SUBST,PCB-11,Synonym
PCB-011,Lab,2050-67-1      ,SUBST,"3,3'-Dichlorobiphenyl",Synonym
PCB-011,Lab,2050-67-1      ,SUBST,"1,1'-Biphenyl, 3,3'-dichloro-",Synonym
PCB-012,Lab,2974-92-7      ,SUBST,"1,1'-Biphenyl, 3,4-dichloro-",Synonym
PCB-012,Lab,2974-92-7      ,SUBST,"3,4-Dichlorobiphenyl",Synonym
PCB-012,Lab,2974-92-7      ,SUBST,PCB-12,Synonym
PCB-012/013,Lab,,SUBST,PCB-12/13,Synonym
PCB-013,Lab,2974-90-5      ,SUBST,PCB-13,Synonym
PCB-013,Lab,2974-90-5      ,SUBST,"1,1'-Biphenyl, 3,4'-dichloro-",Synonym
PCB-013,Lab,2974-90-5      ,SUBST,"3,4'-Dichlorobiphenyl",Synonym
PCB-014,Lab,34883-41-5     ,SUBST,"1,1'-Biphenyl, 3,5-dichloro-",Synonym
PCB-014,Lab,34883-41-5     ,SUBST,PCB-14,Synonym
PCB-014,Lab,34883-41-5     ,SUBST,"3,5-Dichlorobiphenyl",Synonym
PCB-015,Lab,2050-68-2      ,SUBST,"1,1'-Biphenyl, 4,4'-dichloro-",Synonym
PCB-015,Lab,2050-68-2      ,SUBST,PCB-15,Synonym
PCB-015,Lab,2050-68-2      ,SUBST,"4,4'-Dichlorobiphenyl",Synonym
PCB-016,Lab,38444-78-9     ,SUBST,"2,2',3-Trichlorobiphenyl",Synonym
PCB-016,Lab,38444-78-9     ,SUBST,PCB-16,Synonym
PCB-016,Lab,38444-78-9     ,SUBST,"1,1'-Biphenyl, 2,2',3-trichloro-",Synonym
PCB-016/032,Lab,,SUBST,PCB-16/32,Synonym
PCB-017,Lab,37680-66-3     ,SUBST,"2,2',4-Trichlorobiphenyl",Synonym
PCB-017,Lab,37680-66-3     ,SUBST,"1,1'-Biphenyl, 2,2',4-trichloro-",Synonym
PCB-017,Lab,37680-66-3     ,SUBST,PCB-17,Synonym
PCB-018,Lab,37680-65-2     ,SUBST,"1,1'-Biphenyl, 2,2',5-trichloro-",Synonym
PCB-018,Lab,37680-65-2     ,SUBST,"2,2',5-Trichlorobiphenyl",Synonym
PCB-018,Lab,37680-65-2     ,SUBST,PCB-18,Synonym
PCB-018/030,Lab,,SUBST,PCB-18/30,Synonym
PCB-019,Lab,38444-73-4     ,SUBST,"2,2',6-Trichlorobiphenyl",Synonym
PCB-019,Lab,38444-73-4     ,SUBST,"1,1'-Biphenyl, 2,2',6-trichloro-",Synonym
PCB-019,Lab,38444-73-4     ,SUBST,PCB-19,Synonym
PCB-020,Lab,38444-84-7     ,SUBST,PCB-20,Synonym
PCB-020,Lab,38444-84-7     ,SUBST,"2,3,3'-Trichlorobiphenyl",Synonym
PCB-020,Lab,38444-84-7     ,SUBST,"1,1'-Biphenyl, 2,3,3'-trichloro-",Synonym
PCB-020/021/033,Lab,,SUBST,PCB-20/21/33,Synonym
PCB-020/028,Lab,,SUBST,PCB-20/28,Synonym
PCB-020/033,Lab,,SUBST,,
PCB-021,Lab,55702-46-0     ,SUBST,"1,1'-Biphenyl, 2,3,4-trichloro-",Synonym
PCB-021,Lab,55702-46-0     ,SUBST,"2,3,4-Trichlorobiphenyl",Synonym
PCB-021,Lab,55702-46-0     ,SUBST,PCB-21,Synonym
PCB-021/033,Lab,,SUBST,PCB-21/33,Synonym
PCB-022,Lab,38444-85-8     ,SUBST,"2,3,4'-Trichlorobiphenyl",Synonym
PCB-022,Lab,38444-85-8     ,SUBST,"1,1'-Biphenyl, 2,3,4'-trichloro-",Synonym
PCB-022,Lab,38444-85-8     ,SUBST,PCB-22,Synonym
PCB-023,Lab,55720-44-0     ,SUBST,"2,3,5-Trichlorobiphenyl",Synonym
PCB-023,Lab,55720-44-0     ,SUBST,"1,1'-Biphenyl, 2,3,5-trichloro-",Synonym
PCB-023,Lab,55720-44-0     ,SUBST,PCB-23,Synonym
PCB-023/034,Lab,,SUBST,PCB-23/34,Synonym
PCB-024,Lab,55702-45-9     ,SUBST,PCB-24,Synonym
PCB-024,Lab,55702-45-9     ,SUBST,"1,1'-Biphenyl, 2,3,6-trichloro-",Synonym
PCB-024,Lab,55702-45-9     ,SUBST,"2,3,6-Trichlorobiphenyl",Synonym
PCB-024/027,Lab,,SUBST,PCB-24/27,Synonym
PCB-025,Lab,55712-37-3     ,SUBST,"1,1'-Biphenyl, 2,3',4-trichloro-",Synonym
PCB-025,Lab,55712-37-3     ,SUBST,"2,3',4-Trichlorobiphenyl",Synonym
PCB-025,Lab,55712-37-3     ,SUBST,PCB-25,Synonym
PCB-026,Lab,38444-81-4     ,SUBST,"2,3',5-Trichlorobiphenyl",Synonym
PCB-026,Lab,38444-81-4     ,SUBST,"1,1'-Biphenyl, 2,3',5-trichloro-",Synonym
PCB-026,Lab,38444-81-4     ,SUBST,PCB-26,Synonym
PCB-026/029,Lab,,SUBST,PCB-26/29,Synonym
PCB-027,Lab,38444-76-7     ,SUBST,"2,3',6-Trichlorobiphenyl",Synonym
PCB-027,Lab,38444-76-7     ,SUBST,"1,1'-Biphenyl, 2,3',6-trichloro-",Synonym
PCB-028,Lab,7012-37-5      ,SUBST,"1,1'-Biphenyl, 2,4,4'-trichloro-",Synonym
PCB-028,Lab,7012-37-5      ,SUBST,"2,4,4'-Trichlorobiphenyl",Synonym
PCB-028/031,Lab,,SUBST,,
PCB-029,Lab,15862-07-4     ,SUBST,"2,4,5-Trichlorobiphenyl",Synonym
PCB-029,Lab,15862-07-4     ,SUBST,"1,1'-Biphenyl, 2,4,5-trichloro-",Synonym
PCB-030,Lab,35693-92-6     ,SUBST,,
PCB-031,Lab,16606-02-3     ,SUBST,"2,4',5-Trichlorobiphenyl",Synonym
PCB-031,Lab,16606-02-3     ,SUBST,"1,1'-Biphenyl, 2,4',5-trichloro-",Synonym
PCB-032,Lab,38444-77-8     ,SUBST,"1,1'-Biphenyl, 2,4',6-trichloro-",Synonym
PCB-032,Lab,38444-77-8     ,SUBST,"2,4',6-Trichlorobiphenyl",Synonym
PCB-033,Lab,38444-86-9     ,SUBST,"2,3',4'-Trichlorobiphenyl",Synonym
PCB-033,Lab,38444-86-9     ,SUBST,"1,1'-Biphenyl, 2',3,4-trichloro-",Synonym
PCB-034,Lab,37680-68-5     ,SUBST,"1,1'-Biphenyl, 2,3',5'-trichloro-",Synonym
PCB-034,Lab,37680-68-5     ,SUBST,"2,3',5'-Trichlorobiphenyl",Synonym
PCB-035,Lab,37680-69-6     ,SUBST,"1,1'-Biphenyl, 3,3',4-trichloro-",Synonym
PCB-035,Lab,37680-69-6     ,SUBST,"3,3',4-Trichlorobiphenyl",Synonym
PCB-036,Lab,38444-87-0     ,SUBST,"1,1'-Biphenyl, 3,3',5-trichloro-",Synonym
PCB-036,Lab,38444-87-0     ,SUBST,"3,3',5-Trichlorobiphenyl",Synonym
PCB-037,Lab,38444-90-5     ,SUBST,"1,1'-Biphenyl, 3,4,4'-trichloro-",Synonym
PCB-037,Lab,38444-90-5     ,SUBST,"3,4,4'-Trichlorobiphenyl",Synonym
PCB-038,Lab,53555-66-1     ,SUBST,"1,1'-Biphenyl, 3,4,5-trichloro-",Synonym
PCB-038,Lab,53555-66-1     ,SUBST,"3,4,5-Trichlorobiphenyl",Synonym
PCB-039,Lab,38444-88-1     ,SUBST,"1,1'-Biphenyl, 3,4',5-trichloro-",Synonym
PCB-039,Lab,38444-88-1     ,SUBST,"3,4',5-Trichlorobiphenyl",Synonym
PCB-040,Lab,38444-93-8     ,SUBST,"2,2',3,3'-Tetrachlorobiphenyl",Synonym
PCB-040,Lab,38444-93-8     ,SUBST,"1,1'-Biphenyl, 2,2',3,3'-tetrachloro-",Synonym
PCB-040/041/071,Lab,,SUBST,,
PCB-040/057,Lab,,SUBST,,
PCB-040/071,Lab,,SUBST,,
PCB-041,Lab,52663-59-9     ,SUBST,"2,2',3,4-Tetrachlorobiphenyl",Synonym
PCB-041,Lab,52663-59-9     ,SUBST,"1,1'-Biphenyl, 2,2',3,4-tetrachloro-",Synonym
PCB-041/064/068,Lab,,SUBST,,
PCB-041/064/071/071,Lab,,SUBST,,
PCB-041/068,Lab,,SUBST,,
PCB-041/071/072,Lab,,SUBST,,
PCB-042,Lab,36559-22-5     ,SUBST,"2,2',3,4'-Tetrachlorobiphenyl",Synonym
PCB-042,Lab,36559-22-5     ,SUBST,"1,1'-Biphenyl, 2,2',3,4'-tetrachloro-",Synonym
PCB-042/051,Lab,,SUBST,,
PCB-042/059,Lab,,SUBST,,
PCB-043,Lab,70362-46-8     ,SUBST,"2,2',3,5-Tetrachlorobiphenyl",Synonym
PCB-043,Lab,70362-46-8     ,SUBST,"1,1'-Biphenyl, 2,2',3,5-tetrachloro-",Synonym
